"cycle","horizon","model","actual","forecast"
37,9,"mixBART",1.6402476300359,1.34471814422963
37,9,"RW",1.6402476300359,1.0726432371152
37,12,"BVAR",1.64770160683172,1.36301833071758
37,12,"mixBART",1.64770160683172,1.40700860256196
37,12,"RW",1.64770160683172,1.0726432371152
38,1,"BVAR",1.23522299254517,1.35399270468647
38,1,"mixBART",1.23522299254517,1.3686463976791
38,1,"RW",1.23522299254517,1.28579523166107
38,3,"BVAR",1.43327087956208,1.35727199714684
38,3,"mixBART",1.43327087956208,1.50759055824699
38,3,"RW",1.43327087956208,1.28579523166107
38,6,"BVAR",1.43733355202673,1.37479616857194
38,6,"mixBART",1.43733355202673,1.47420797807495
38,6,"RW",1.43733355202673,1.28579523166107
38,9,"BVAR",1.79898790752253,1.45524596363368
38,9,"mixBART",1.79898790752253,1.33693178633114
38,9,"RW",1.79898790752253,1.28579523166107
38,12,"BVAR",1.55431515671962,1.49854972671997
38,12,"mixBART",1.55431515671962,1.41088186206848
38,12,"RW",1.55431515671962,1.28579523166107
39,1,"BVAR",1.23368612427764,1.26003546809181
39,1,"mixBART",1.23368612427764,1.26007600072165
39,1,"RW",1.23368612427764,1.23731102688102
39,3,"BVAR",1.53081743056186,1.22878999105316
39,3,"mixBART",1.53081743056186,1.39673078082945
39,3,"RW",1.53081743056186,1.23731102688102
39,6,"BVAR",1.42957108574421,1.24746465905221
39,6,"mixBART",1.42957108574421,1.25401974125099
39,6,"RW",1.42957108574421,1.23731102688102
39,9,"BVAR",1.74218281707512,1.29331247587336
39,9,"mixBART",1.74218281707512,1.31486481783899
39,9,"RW",1.74218281707512,1.23731102688102
39,12,"BVAR",1.46922760605853,1.35753051860485
39,12,"mixBART",1.46922760605853,1.34540294884806
39,12,"RW",1.46922760605853,1.23731102688102
40,1,"BVAR",1.43327087956208,1.20653337565161
40,1,"mixBART",1.43327087956208,1.31515559399181
40,1,"RW",1.43327087956208,1.23419366014204
40,3,"BVAR",1.44450547311879,1.20000130243677
40,3,"mixBART",1.44450547311879,1.38601433075544
40,3,"RW",1.44450547311879,1.23419366014204
40,6,"BVAR",1.6402476300359,1.17041743684957
40,6,"mixBART",1.6402476300359,1.30827903334221
40,6,"RW",1.6402476300359,1.23419366014204
40,9,"BVAR",1.64770160683172,1.20648243216479
40,9,"mixBART",1.64770160683172,1.41040873979827
40,9,"RW",1.64770160683172,1.23419366014204
40,12,"BVAR",1.55002911656904,1.26914926599561
40,12,"mixBART",1.55002911656904,1.40149694090509
40,12,"RW",1.55002911656904,1.23419366014204
41,1,"BVAR",1.53081743056186,1.45996564604606
41,1,"mixBART",1.53081743056186,1.41706181167339
41,1,"RW",1.53081743056186,1.42955563210472
41,3,"BVAR",1.43733355202673,1.39205957216903
41,3,"mixBART",1.43733355202673,1.47357072450974
41,3,"RW",1.43733355202673,1.42955563210472
41,6,"BVAR",1.79898790752253,1.39967362782567
41,6,"mixBART",1.79898790752253,1.39124039084241
41,6,"RW",1.79898790752253,1.42955563210472
41,9,"BVAR",1.55431515671962,1.45919948677745
41,9,"mixBART",1.55431515671962,1.45097543397449
41,9,"RW",1.55431515671962,1.42955563210472
41,12,"BVAR",1.57487728367905,1.50055239905835
41,12,"mixBART",1.57487728367905,1.5192512388706
41,12,"RW",1.57487728367905,1.42955563210472
42,1,"BVAR",1.44450547311879,1.53545533282043
42,1,"mixBART",1.44450547311879,1.53833698218959
42,1,"RW",1.44450547311879,1.52212237175904
42,3,"BVAR",1.42957108574421,1.42523975235959
42,3,"mixBART",1.42957108574421,1.32623599884661
42,3,"RW",1.42957108574421,1.52212237175904
42,6,"BVAR",1.74218281707512,1.53280319779053
42,6,"mixBART",1.74218281707512,1.42443065368807
42,6,"RW",1.74218281707512,1.52212237175904
42,9,"BVAR",1.46922760605853,1.59515417977959
42,9,"mixBART",1.46922760605853,1.39486101551008
42,9,"RW",1.46922760605853,1.52212237175904
42,12,"BVAR",1.55489107219137,1.61752088928778
42,12,"mixBART",1.55489107219137,1.54820043881753
42,12,"RW",1.55489107219137,1.52212237175904
43,1,"BVAR",1.43733355202673,1.34110632462075
43,1,"mixBART",1.43733355202673,1.42157109832328
43,1,"RW",1.43733355202673,1.44064872325742
43,3,"BVAR",1.6402476300359,1.25915605334601
43,3,"mixBART",1.6402476300359,1.33862283874023
43,3,"RW",1.6402476300359,1.44064872325742
43,6,"BVAR",1.64770160683172,1.35668564654923
43,6,"mixBART",1.64770160683172,1.46754136802359
43,6,"RW",1.64770160683172,1.44064872325742
43,9,"BVAR",1.55002911656904,1.432369665728
43,9,"mixBART",1.55002911656904,1.42962181073399
43,9,"RW",1.55002911656904,1.44064872325742
43,12,"BVAR",1.806415330672,1.47882109673339
43,12,"mixBART",1.806415330672,1.63346515138492
43,12,"RW",1.806415330672,1.44064872325742
44,1,"BVAR",1.42957108574421,1.31199947788865
44,1,"mixBART",1.42957108574421,1.3515770208357
44,1,"RW",1.42957108574421,1.43664523922516
44,3,"BVAR",1.79898790752253,1.26324149184112
44,3,"mixBART",1.79898790752253,1.43029948576708
44,3,"RW",1.79898790752253,1.43664523922516
44,6,"BVAR",1.55431515671962,1.36733113927092
44,6,"mixBART",1.55431515671962,1.38505718536781
44,6,"RW",1.55431515671962,1.43664523922516
44,9,"BVAR",1.57487728367905,1.45192269176161
44,9,"mixBART",1.57487728367905,1.48702690173401
44,9,"RW",1.57487728367905,1.43664523922516
44,12,"BVAR",2.00180204685322,1.49482504497544
44,12,"mixBART",2.00180204685322,1.63872645867139
44,12,"RW",2.00180204685322,1.43664523922516
45,1,"BVAR",1.6402476300359,1.37610171593205
45,1,"mixBART",1.6402476300359,1.42439102320883
45,1,"RW",1.6402476300359,1.4352829619413
45,3,"BVAR",1.74218281707512,1.33054219023527
45,3,"mixBART",1.74218281707512,1.51217073821044
45,3,"RW",1.74218281707512,1.4352829619413
45,6,"BVAR",1.46922760605853,1.37169602370091
45,6,"mixBART",1.46922760605853,1.36831549587453
45,6,"RW",1.46922760605853,1.4352829619413
45,9,"BVAR",1.55489107219137,1.44136369522781
45,9,"mixBART",1.55489107219137,1.54700610339304
45,9,"RW",1.55489107219137,1.4352829619413
45,12,"BVAR",2.54726232981104,1.48945338504312
45,12,"mixBART",2.54726232981104,1.53027383373902
45,12,"RW",2.54726232981104,1.4352829619413
46,1,"BVAR",1.79898790752253,1.55070175104221
46,1,"mixBART",1.79898790752253,1.65470638686608
46,1,"RW",1.79898790752253,1.6310629735862
46,3,"BVAR",1.64770160683172,1.51821708953141
46,3,"mixBART",1.64770160683172,1.57935740447672
46,3,"RW",1.64770160683172,1.6310629735862
46,6,"BVAR",1.55002911656904,1.52996604516736
46,6,"mixBART",1.55002911656904,1.59271055658472
46,6,"RW",1.55002911656904,1.6310629735862
46,9,"BVAR",1.806415330672,1.59428329531954
46,9,"mixBART",1.806415330672,1.72264964310026
46,9,"RW",1.806415330672,1.6310629735862
46,12,"BVAR",2.07602487840426,1.66255341237813
46,12,"mixBART",2.07602487840426,1.64144138245692
46,12,"RW",2.07602487840426,1.6310629735862
47,1,"BVAR",1.74218281707512,1.87064322422935
47,1,"mixBART",1.74218281707512,1.78134292911692
47,1,"RW",1.74218281707512,1.78847143592383
47,3,"BVAR",1.55431515671962,1.8024127029362
47,3,"mixBART",1.55431515671962,1.56087949605482
47,3,"RW",1.55431515671962,1.78847143592383
47,6,"BVAR",1.57487728367905,1.86153185249794
47,6,"mixBART",1.57487728367905,1.80161208705022
47,6,"RW",1.57487728367905,1.78847143592383
47,9,"BVAR",2.00180204685322,1.86337543536692
47,9,"mixBART",2.00180204685322,1.71673819521564
47,9,"RW",2.00180204685322,1.78847143592383
47,12,"BVAR",1.97066833567333,1.84993063151415
47,12,"mixBART",1.97066833567333,1.75253032231653
47,12,"RW",1.97066833567333,1.78847143592383
48,1,"BVAR",1.64770160683172,1.72726074981327
48,1,"mixBART",1.64770160683172,1.70477861027976
48,1,"RW",1.64770160683172,1.73913043478261
48,3,"BVAR",1.46922760605853,1.7590164018825
48,3,"mixBART",1.46922760605853,1.70155677193372
48,3,"RW",1.46922760605853,1.73913043478261
48,6,"BVAR",1.55489107219137,1.79250677487504
48,6,"mixBART",1.55489107219137,1.84741459086899
48,6,"RW",1.55489107219137,1.73913043478261
48,9,"BVAR",2.54726232981104,1.76560289938184
48,9,"mixBART",2.54726232981104,1.77890915453349
48,9,"RW",2.54726232981104,1.73913043478261
48,12,"BVAR",1.93315830793777,1.76360742696684
48,12,"mixBART",1.93315830793777,1.86423011043369
48,12,"RW",1.93315830793777,1.73913043478261
49,1,"BVAR",1.55431515671962,1.68836927429854
49,1,"mixBART",1.55431515671962,1.57111409698256
49,1,"RW",1.55431515671962,1.64632049518569
49,3,"BVAR",1.55002911656904,1.70346860181336
49,3,"mixBART",1.55002911656904,1.65497916237558
49,3,"RW",1.55002911656904,1.64632049518569
49,6,"BVAR",1.806415330672,1.67276788129541
49,6,"mixBART",1.806415330672,2.0022643312219
49,6,"RW",1.806415330672,1.64632049518569
49,9,"BVAR",2.07602487840426,1.66100197669276
49,9,"mixBART",2.07602487840426,1.86835013283349
49,9,"RW",2.07602487840426,1.64632049518569
49,12,"BVAR",1.93482302060017,1.69166631821673
49,12,"mixBART",1.93482302060017,1.93144709371676
49,12,"RW",1.93482302060017,1.64632049518569
50,1,"BVAR",1.46922760605853,1.59730423480481
50,1,"mixBART",1.46922760605853,1.77103880291691
50,1,"RW",1.46922760605853,1.54859685147159
50,3,"BVAR",1.57487728367905,1.59863797548128
50,3,"mixBART",1.57487728367905,1.95290568896925
50,3,"RW",1.57487728367905,1.54859685147159
50,6,"BVAR",2.00180204685322,1.61106038711804
50,6,"mixBART",2.00180204685322,2.03856448588603
50,6,"RW",2.00180204685322,1.54859685147159
50,9,"BVAR",1.97066833567333,1.62879086522101
50,9,"mixBART",1.97066833567333,1.83161939594594
50,9,"RW",1.97066833567333,1.54859685147159
50,12,"BVAR",1.70527751812647,1.65349172268269
50,12,"mixBART",1.70527751812647,1.77982215923094
50,12,"RW",1.70527751812647,1.54859685147159
51,1,"BVAR",1.55002911656904,1.43884274061495
51,1,"mixBART",1.55002911656904,1.49614451952961
51,1,"RW",1.55002911656904,1.46499807799086
51,3,"BVAR",1.55489107219137,1.53787209991546
51,3,"mixBART",1.55489107219137,1.75497981790498
51,3,"RW",1.55489107219137,1.46499807799086
51,6,"BVAR",2.54726232981104,1.53715748298811
51,6,"mixBART",2.54726232981104,1.7834552453177
51,6,"RW",2.54726232981104,1.46499807799086
51,9,"BVAR",1.93315830793777,1.57236703582786
51,9,"mixBART",1.93315830793777,1.64959540413123
51,9,"RW",1.93315830793777,1.46499807799086
51,12,"BVAR",1.6465931104186,1.62109029044273
51,12,"mixBART",1.6465931104186,1.54345163679485
51,12,"RW",1.6465931104186,1.46499807799086
52,1,"BVAR",1.57487728367905,1.5861843558006
52,1,"mixBART",1.57487728367905,1.6005216869506
52,1,"RW",1.57487728367905,1.54476401809337
52,3,"BVAR",1.806415330672,1.64034938196723
52,3,"mixBART",1.806415330672,1.67996220790305
52,3,"RW",1.806415330672,1.54476401809337
52,6,"BVAR",2.07602487840426,1.59672019073767
52,6,"mixBART",2.07602487840426,1.55457793893618
52,6,"RW",2.07602487840426,1.54476401809337
52,9,"BVAR",1.93482302060017,1.65661463237178
52,9,"mixBART",1.93482302060017,1.55130791291201
52,9,"RW",1.93482302060017,1.54476401809337
52,12,"BVAR",1.65068617171347,1.69356865129019
52,12,"mixBART",1.65068617171347,1.40593946280115
52,12,"RW",1.65068617171347,1.54476401809337
53,1,"BVAR",1.55489107219137,1.60075016089628
53,1,"mixBART",1.55489107219137,1.55672326196974
53,1,"RW",1.55489107219137,1.56755835747146
53,3,"BVAR",2.00180204685322,1.62144647106597
53,3,"mixBART",2.00180204685322,1.49629123493891
53,3,"RW",2.00180204685322,1.56755835747146
53,6,"BVAR",1.97066833567333,1.62283019432056
53,6,"mixBART",1.97066833567333,1.44300181957977
53,6,"RW",1.97066833567333,1.56755835747146
53,9,"BVAR",1.70527751812647,1.6707603985482
53,9,"mixBART",1.70527751812647,1.41538221281635
53,9,"RW",1.70527751812647,1.56755835747146
53,12,"BVAR",1.59204818262225,1.69237807828626
53,12,"mixBART",1.59204818262225,1.36320955012158
53,12,"RW",1.59204818262225,1.56755835747146
54,1,"BVAR",1.806415330672,1.56781984346779
54,1,"mixBART",1.806415330672,1.55683868110325
54,1,"RW",1.806415330672,1.55144488960873
54,3,"BVAR",2.54726232981104,1.59086976065152
54,3,"mixBART",2.54726232981104,1.53294572937057
54,3,"RW",2.54726232981104,1.55144488960873
54,6,"BVAR",1.93315830793777,1.64961982964319
54,6,"mixBART",1.93315830793777,1.42426302462563
54,6,"RW",1.93315830793777,1.55144488960873
54,9,"BVAR",1.6465931104186,1.69236603192382
54,9,"mixBART",1.6465931104186,1.38096964007929
54,9,"RW",1.6465931104186,1.55144488960873
54,12,"BVAR",1.73852132853411,1.69682693712022
54,12,"mixBART",1.73852132853411,1.42528104332057
54,12,"RW",1.73852132853411,1.55144488960873
55,1,"BVAR",2.00180204685322,1.84218339120062
55,1,"mixBART",2.00180204685322,1.65523914773487
55,1,"RW",2.00180204685322,1.8065615679591
55,3,"BVAR",2.07602487840426,1.84239961391004
55,3,"mixBART",2.07602487840426,1.62460735447571
55,3,"RW",2.07602487840426,1.8065615679591
55,6,"BVAR",1.93482302060017,1.91502792130275
55,6,"mixBART",1.93482302060017,1.54554137864128
55,6,"RW",1.93482302060017,1.8065615679591
55,9,"BVAR",1.65068617171347,1.93605431352854
55,9,"mixBART",1.65068617171347,1.45571618248531
55,9,"RW",1.65068617171347,1.8065615679591
55,12,"BVAR",1.47300340314579,1.9023701644645
55,12,"mixBART",1.47300340314579,1.54865474801868
55,12,"RW",1.47300340314579,1.8065615679591
56,1,"BVAR",2.54726232981104,1.98395825766279
56,1,"mixBART",2.54726232981104,1.99649345208454
56,1,"RW",2.54726232981104,2.00084961767205
56,3,"BVAR",1.97066833567333,1.94119529971194
56,3,"mixBART",1.97066833567333,1.5787995479689
56,3,"RW",1.97066833567333,2.00084961767205
56,6,"BVAR",1.70527751812647,2.00051402329557
56,6,"mixBART",1.70527751812647,1.55915140053801
56,6,"RW",1.70527751812647,2.00084961767205
56,9,"BVAR",1.59204818262225,2.00778543352646
56,9,"mixBART",1.59204818262225,1.52243948762896
56,9,"RW",1.59204818262225,2.00084961767205
56,12,"BVAR",1.27371169812607,1.96227727145242
56,12,"mixBART",1.27371169812607,1.58059702799911
56,12,"RW",1.27371169812607,2.00084961767205
57,1,"BVAR",2.07602487840426,2.54526457788108
57,1,"mixBART",2.07602487840426,2.15912808126791
57,1,"RW",2.07602487840426,2.54506892895016
57,3,"BVAR",1.93315830793777,2.48471774646958
57,3,"mixBART",1.93315830793777,1.84360797546394
57,3,"RW",1.93315830793777,2.54506892895016
57,6,"BVAR",1.6465931104186,2.39783732573957
57,6,"mixBART",1.6465931104186,1.65264560948635
57,6,"RW",1.6465931104186,2.54506892895016
57,9,"BVAR",1.73852132853411,2.30564547648437
57,9,"mixBART",1.73852132853411,1.66236091296444
57,9,"RW",1.73852132853411,2.54506892895016
57,12,"BVAR",1.21950183137731,2.20599003152831
57,12,"mixBART",1.21950183137731,1.65509850010202
57,12,"RW",1.21950183137731,2.54506892895016
58,1,"BVAR",1.97066833567333,2.27934113311623
58,1,"mixBART",1.97066833567333,1.94339777969781
58,1,"RW",1.97066833567333,2.07644715653869
58,3,"BVAR",1.93482302060017,2.49552201401626
58,3,"mixBART",1.93482302060017,1.9602680803869
58,3,"RW",1.93482302060017,2.07644715653869
58,6,"BVAR",1.65068617171347,2.44393854423328
58,6,"mixBART",1.65068617171347,1.6078330925065
58,6,"RW",1.65068617171347,2.07644715653869
58,9,"BVAR",1.47300340314579,2.25591520962186
58,9,"mixBART",1.47300340314579,1.85914885408027
58,9,"RW",1.47300340314579,2.07644715653869
58,12,"BVAR",1.19927450249178,2.15895752201266
58,12,"mixBART",1.19927450249178,1.49146987916012
58,12,"RW",1.19927450249178,2.07644715653869
59,1,"BVAR",1.93315830793777,1.98056049355476
59,1,"mixBART",1.93315830793777,2.18962831010686
59,1,"RW",1.93315830793777,1.97081835483189
59,3,"BVAR",1.70527751812647,2.2632729994185
59,3,"mixBART",1.70527751812647,2.07935425172637
59,3,"RW",1.70527751812647,1.97081835483189
59,6,"BVAR",1.59204818262225,1.98817356659818
59,6,"mixBART",1.59204818262225,1.93103112683917
59,6,"RW",1.59204818262225,1.97081835483189
59,9,"BVAR",1.27371169812607,1.87620291292725
59,9,"mixBART",1.27371169812607,1.79040624484504
59,9,"RW",1.27371169812607,1.97081835483189
59,12,"BVAR",1.1048928550262,1.86176044453648
59,12,"mixBART",1.1048928550262,1.47137023761766
59,12,"RW",1.1048928550262,1.97081835483189
60,1,"BVAR",1.93482302060017,2.02538081405652
60,1,"mixBART",1.93482302060017,1.96454733183322
60,1,"RW",1.93482302060017,1.93191884253596
60,3,"BVAR",1.6465931104186,2.00579024260771
60,3,"mixBART",1.6465931104186,1.63540809100747
60,3,"RW",1.6465931104186,1.93191884253596
60,6,"BVAR",1.73852132853411,1.75530451555742
60,6,"mixBART",1.73852132853411,1.49763777049485
60,6,"RW",1.73852132853411,1.93191884253596
60,9,"BVAR",1.21950183137731,1.74692601305107
60,9,"mixBART",1.21950183137731,1.3824365179361
60,9,"RW",1.21950183137731,1.93191884253596
60,12,"BVAR",1.20252657161784,1.76985847151
60,12,"mixBART",1.20252657161784,1.3538650946442
60,12,"RW",1.20252657161784,1.93191884253596
61,1,"BVAR",1.70527751812647,1.96481324436178
61,1,"mixBART",1.70527751812647,1.80606521609954
61,1,"RW",1.70527751812647,1.92938209331652
61,3,"BVAR",1.65068617171347,1.67045940796338
61,3,"mixBART",1.65068617171347,1.4954464543398
61,3,"RW",1.65068617171347,1.92938209331652
61,6,"BVAR",1.47300340314579,1.56404836536936
61,6,"mixBART",1.47300340314579,1.64857494482802
61,6,"RW",1.47300340314579,1.92938209331652
61,9,"BVAR",1.19927450249178,1.61292574904667
61,9,"mixBART",1.19927450249178,1.23294584312429
61,9,"RW",1.19927450249178,1.92938209331652
61,12,"BVAR",1.16975304745915,1.66133109555996
61,12,"mixBART",1.16975304745915,1.34676645944329
61,12,"RW",1.16975304745915,1.92938209331652
62,1,"BVAR",1.6465931104186,1.58746351841214
62,1,"mixBART",1.6465931104186,1.53713384392028
62,1,"RW",1.6465931104186,1.69804201081716
62,3,"BVAR",1.59204818262225,1.4605196391108
62,3,"mixBART",1.59204818262225,1.38268072728375
62,3,"RW",1.59204818262225,1.69804201081716
62,6,"BVAR",1.27371169812607,1.46313991346475
62,6,"mixBART",1.27371169812607,1.40155323828712
62,6,"RW",1.27371169812607,1.69804201081716
62,9,"BVAR",1.1048928550262,1.54862028691019
62,9,"mixBART",1.1048928550262,1.20013137800838
62,9,"RW",1.1048928550262,1.69804201081716
62,12,"BVAR",1.19310686708621,1.59489316518929
62,12,"mixBART",1.19310686708621,1.19804558342636
62,12,"RW",1.19310686708621,1.69804201081716
63,1,"BVAR",1.65068617171347,1.53868140564718
63,1,"mixBART",1.65068617171347,1.37523478879728
63,1,"RW",1.65068617171347,1.63783353579357
63,3,"BVAR",1.73852132853411,1.52609482825186
63,3,"mixBART",1.73852132853411,1.43881035559663
63,3,"RW",1.73852132853411,1.63783353579357
63,6,"BVAR",1.21950183137731,1.55588719393041
63,6,"mixBART",1.21950183137731,1.42086382040508
63,6,"RW",1.21950183137731,1.63783353579357
63,9,"BVAR",1.20252657161784,1.61866101489174
63,9,"mixBART",1.20252657161784,1.35313464184976
63,9,"RW",1.20252657161784,1.63783353579357
63,12,"BVAR",1.16370419227586,1.66088221549086
63,12,"mixBART",1.16370419227586,1.25045519583653
63,12,"RW",1.16370419227586,1.63783353579357
64,1,"BVAR",1.59204818262225,1.65347317637827
64,1,"mixBART",1.59204818262225,1.55732327728491
64,1,"RW",1.59204818262225,1.645399597045
64,3,"BVAR",1.47300340314579,1.67711834945659
64,3,"mixBART",1.47300340314579,1.75996603582464
64,3,"RW",1.47300340314579,1.645399597045
64,6,"BVAR",1.19927450249178,1.69242186475914
64,6,"mixBART",1.19927450249178,1.33440615359461
64,6,"RW",1.19927450249178,1.645399597045
64,9,"BVAR",1.16975304745915,1.75876334159082
64,9,"mixBART",1.16975304745915,1.4561844888217
64,9,"RW",1.16975304745915,1.645399597045
64,12,"BVAR",1.12000943165837,1.79013858296277
64,12,"mixBART",1.12000943165837,1.31806087672133
64,12,"RW",1.12000943165837,1.645399597045
65,1,"BVAR",1.73852132853411,1.57400880793532
65,1,"mixBART",1.73852132853411,1.520071158136
65,1,"RW",1.73852132853411,1.58523799538687
65,3,"BVAR",1.27371169812607,1.60833912911731
65,3,"mixBART",1.27371169812607,1.54021537677643
65,3,"RW",1.27371169812607,1.58523799538687
65,6,"BVAR",1.1048928550262,1.62863496515341
65,6,"mixBART",1.1048928550262,1.42080152660513
65,6,"RW",1.1048928550262,1.58523799538687
65,9,"BVAR",1.19310686708621,1.67562898902592
65,9,"mixBART",1.19310686708621,1.33234848200009
65,9,"RW",1.19310686708621,1.58523799538687
65,12,"BVAR",0.984297510232067,1.69582835638956
65,12,"mixBART",0.984297510232067,1.35668156389608
65,12,"RW",0.984297510232067,1.58523799538687
66,1,"BVAR",1.47300340314579,1.80080648336869
66,1,"mixBART",1.47300340314579,1.88216599217006
66,1,"RW",1.47300340314579,1.72775308227795
66,3,"BVAR",1.21950183137731,1.85143523868409
66,3,"mixBART",1.21950183137731,1.61614765876704
66,3,"RW",1.21950183137731,1.72775308227795
66,6,"BVAR",1.20252657161784,1.93249106398116
66,6,"mixBART",1.20252657161784,1.6154895855832
66,6,"RW",1.20252657161784,1.72775308227795
66,9,"BVAR",1.16370419227586,1.93547717197184
66,9,"mixBART",1.16370419227586,1.40751735745916
66,9,"RW",1.16370419227586,1.72775308227795
66,12,"BVAR",0.878088539894209,1.90787235391579
66,12,"mixBART",0.878088539894209,1.57127417746376
66,12,"RW",0.878088539894209,1.72775308227795
67,1,"BVAR",1.27371169812607,1.51975030178708
67,1,"mixBART",1.27371169812607,1.4221429810868
67,1,"RW",1.27371169812607,1.46316851664985
67,3,"BVAR",1.19927450249178,1.6028841932679
67,3,"mixBART",1.19927450249178,1.28005611430136
67,3,"RW",1.19927450249178,1.46316851664985
67,6,"BVAR",1.16975304745915,1.67103206188209
67,6,"mixBART",1.16975304745915,1.41680409191594
67,6,"RW",1.16975304745915,1.46316851664985
67,9,"BVAR",1.12000943165837,1.68034048741048
67,9,"mixBART",1.12000943165837,1.322429893179
67,9,"RW",1.12000943165837,1.46316851664985
67,12,"BVAR",0.811739519938089,1.6804768694831
67,12,"mixBART",0.811739519938089,1.4814795634762
67,12,"RW",0.811739519938089,1.46316851664985
68,1,"BVAR",1.21950183137731,1.32595599523725
68,1,"mixBART",1.21950183137731,1.21506555462201
68,1,"RW",1.21950183137731,1.26186959274108
68,3,"BVAR",1.1048928550262,1.54195599153987
68,3,"mixBART",1.1048928550262,1.31726677987984
68,3,"RW",1.1048928550262,1.26186959274108
68,6,"BVAR",1.19310686708621,1.5781432789841
68,6,"mixBART",1.19310686708621,1.24018372650929
68,6,"RW",1.19310686708621,1.26186959274108
68,9,"BVAR",0.984297510232067,1.58175770151631
68,9,"mixBART",0.984297510232067,1.32503002607716
68,9,"RW",0.984297510232067,1.26186959274108
68,12,"BVAR",0.959385992964503,1.56606552593251
68,12,"mixBART",0.959385992964503,1.44820898626549
68,12,"RW",0.959385992964503,1.26186959274108
69,1,"BVAR",1.19927450249178,1.34579768145859
69,1,"mixBART",1.19927450249178,1.1165856615456
69,1,"RW",1.19927450249178,1.21883891790886
69,3,"BVAR",1.20252657161784,1.60682963601632
69,3,"mixBART",1.20252657161784,1.24478180691578
69,3,"RW",1.20252657161784,1.21883891790886
69,6,"BVAR",1.16370419227586,1.56589920953373
69,6,"mixBART",1.16370419227586,1.202590696471
69,6,"RW",1.16370419227586,1.21883891790886
69,9,"BVAR",0.878088539894209,1.51756894209267
69,9,"mixBART",0.878088539894209,1.30349281017175
69,9,"RW",0.878088539894209,1.21883891790886
69,12,"BVAR",0.838473725014326,1.49225000621295
69,12,"mixBART",0.838473725014326,1.35122671777687
69,12,"RW",0.838473725014326,1.21883891790886
70,1,"BVAR",1.1048928550262,1.36097108589665
70,1,"mixBART",1.1048928550262,1.26164286631341
70,1,"RW",1.1048928550262,1.19925417408255
70,3,"BVAR",1.16975304745915,1.47391525436871
70,3,"mixBART",1.16975304745915,1.23853431982285
70,3,"RW",1.16975304745915,1.19925417408255
70,6,"BVAR",1.12000943165837,1.42410485847595
70,6,"mixBART",1.12000943165837,1.25433387156209
70,6,"RW",1.12000943165837,1.19925417408255
70,9,"BVAR",0.811739519938089,1.42322642766449
70,9,"mixBART",0.811739519938089,1.35520380374174
70,9,"RW",0.811739519938089,1.19925417408255
70,12,"BVAR",0.726646505376344,1.42976102517521
70,12,"mixBART",0.726646505376344,1.35618595414592
70,12,"RW",0.726646505376344,1.19925417408255
71,1,"BVAR",1.20252657161784,1.07372376449104
71,1,"mixBART",1.20252657161784,1.14471234026286
71,1,"RW",1.20252657161784,1.10340745751247
71,3,"BVAR",1.19310686708621,1.16375859058382
71,3,"mixBART",1.19310686708621,1.14955628856836
71,3,"RW",1.19310686708621,1.10340745751247
71,6,"BVAR",0.984297510232067,1.12159137948441
71,6,"mixBART",0.984297510232067,1.18789673875154
71,6,"RW",0.984297510232067,1.10340745751247
71,9,"BVAR",0.959385992964503,1.16920507652311
71,9,"mixBART",0.959385992964503,1.33325148597668
71,9,"RW",0.959385992964503,1.10340745751247
71,12,"BVAR",0.803374171520386,1.23774167018102
71,12,"mixBART",0.803374171520386,1.26112380869366
71,12,"RW",0.803374171520386,1.10340745751247
72,1,"BVAR",1.16975304745915,1.26550075046832
72,1,"mixBART",1.16975304745915,1.105917618061
72,1,"RW",1.16975304745915,1.20364895683757
72,3,"BVAR",1.16370419227586,1.25247990509405
72,3,"mixBART",1.16370419227586,1.07306100938819
72,3,"RW",1.16370419227586,1.20364895683757
72,6,"BVAR",0.878088539894209,1.22996538935226
72,6,"mixBART",0.878088539894209,1.09669556059614
72,6,"RW",0.878088539894209,1.20364895683757
72,9,"BVAR",0.838473725014326,1.29432125656451
72,9,"mixBART",0.838473725014326,1.27283097028403
72,9,"RW",0.838473725014326,1.20364895683757
72,12,"BVAR",0.801479397387678,1.36555020377579
72,12,"mixBART",0.801479397387678,1.18823063080731
72,12,"RW",0.801479397387678,1.20364895683757
73,1,"BVAR",1.19310686708621,1.17664208996407
73,1,"mixBART",1.19310686708621,1.00167347974802
73,1,"RW",1.19310686708621,1.1689021570029
73,3,"BVAR",1.12000943165837,1.15536060893946
73,3,"mixBART",1.12000943165837,1.109273215226
73,3,"RW",1.12000943165837,1.1689021570029
73,6,"BVAR",0.811739519938089,1.18568104388267
73,6,"mixBART",0.811739519938089,1.21813712568469
73,6,"RW",0.811739519938089,1.1689021570029
73,9,"BVAR",0.726646505376344,1.25739128818657
73,9,"mixBART",0.726646505376344,1.28746724196214
73,9,"RW",0.726646505376344,1.1689021570029
73,12,"BVAR",1.07816936000866,1.33712520204496
73,12,"mixBART",1.07816936000866,1.24871823705502
73,12,"RW",1.07816936000866,1.1689021570029
74,1,"BVAR",1.16370419227586,1.16398556582128
74,1,"mixBART",1.16370419227586,1.11887885085541
74,1,"RW",1.16370419227586,1.19032650152982
74,3,"BVAR",0.984297510232067,1.17384941191695
74,3,"mixBART",0.984297510232067,1.07196669250569
74,3,"RW",0.984297510232067,1.19032650152982
74,6,"BVAR",0.959385992964503,1.20029303409313
