"cycle","horizon","model","actual","forecast"
9,3,"RW",1.90528786414469,2.4361205238575
9,6,"BVAR",1.98235156454344,2.16002530552528
9,6,"mixBART",1.98235156454344,2.31911721747612
9,6,"RW",1.98235156454344,2.4361205238575
9,9,"BVAR",1.68951227287217,2.18764566599961
9,9,"mixBART",1.68951227287217,2.57234635199255
9,9,"RW",1.68951227287217,2.4361205238575
9,12,"BVAR",1.84318921306186,2.13463638447369
9,12,"mixBART",1.84318921306186,2.70345149798287
9,12,"RW",1.84318921306186,2.4361205238575
10,1,"BVAR",1.85370027092542,1.90707675724309
10,1,"mixBART",1.85370027092542,2.07040737518848
10,1,"RW",1.85370027092542,1.96437565822611
10,3,"BVAR",2.20995492612765,1.84992921063649
10,3,"mixBART",2.20995492612765,1.7765010880328
10,3,"RW",2.20995492612765,1.96437565822611
10,6,"BVAR",1.78215553773909,1.88967331631555
10,6,"mixBART",1.78215553773909,1.67274549602463
10,6,"RW",1.78215553773909,1.96437565822611
10,9,"BVAR",1.92768242679342,1.9050187001093
10,9,"mixBART",1.92768242679342,2.04108074850116
10,9,"RW",1.92768242679342,1.96437565822611
10,12,"BVAR",1.77990190364319,1.90191699937604
10,12,"mixBART",1.77990190364319,1.91787526549566
10,12,"RW",1.77990190364319,1.96437565822611
11,1,"BVAR",1.90528786414469,1.82976924141765
11,1,"mixBART",1.90528786414469,1.8804091267288
11,1,"RW",1.90528786414469,1.84422478491671
11,3,"BVAR",2.12770846258128,1.80398187531141
11,3,"mixBART",2.12770846258128,1.64587150025271
11,3,"RW",2.12770846258128,1.84422478491671
11,6,"BVAR",1.56595977811765,1.86178734525261
11,6,"mixBART",1.56595977811765,1.80986718491135
11,6,"RW",1.56595977811765,1.84422478491671
11,9,"BVAR",2.02995655260029,1.85903953014201
11,9,"mixBART",2.02995655260029,2.11581050542928
11,9,"RW",2.02995655260029,1.84422478491671
11,12,"BVAR",1.89207159527518,1.88601926247631
11,12,"mixBART",1.89207159527518,1.97303545561762
11,12,"RW",1.89207159527518,1.84422478491671
12,1,"BVAR",2.20995492612765,1.92587010124879
12,1,"mixBART",2.20995492612765,1.90215537323598
12,1,"RW",2.20995492612765,1.89586481659569
12,3,"BVAR",1.98235156454344,1.93766873435582
12,3,"mixBART",1.98235156454344,1.60014287543137
12,3,"RW",1.98235156454344,1.89586481659569
12,6,"BVAR",1.68951227287217,1.89017348668757
12,6,"mixBART",1.68951227287217,1.99966013274568
12,6,"RW",1.68951227287217,1.89586481659569
12,9,"BVAR",1.84318921306186,1.86709838205645
12,9,"mixBART",1.84318921306186,1.98769584360287
12,9,"RW",1.84318921306186,1.89586481659569
12,12,"BVAR",1.91720861542841,1.90248120382348
12,12,"mixBART",1.91720861542841,2.06134931656221
12,12,"RW",1.91720861542841,1.89586481659569
13,1,"BVAR",2.12770846258128,2.23018359409432
13,1,"mixBART",2.12770846258128,2.11958092065042
13,1,"RW",2.12770846258128,2.20173386541902
13,3,"BVAR",1.78215553773909,2.2076417274561
13,3,"mixBART",1.78215553773909,1.81907610557202
13,3,"RW",1.78215553773909,2.20173386541902
13,6,"BVAR",1.92768242679342,2.1113648195862
13,6,"mixBART",1.92768242679342,2.49177980628128
13,6,"RW",1.92768242679342,2.20173386541902
13,9,"BVAR",1.77990190364319,2.10318509344984
13,9,"mixBART",1.77990190364319,2.26933870409114
13,9,"RW",1.77990190364319,2.20173386541902
13,12,"BVAR",2.0195190519826,2.11892222746624
13,12,"mixBART",2.0195190519826,2.48095135808228
13,12,"RW",2.0195190519826,2.20173386541902
14,1,"BVAR",1.98235156454344,2.1480114189195
14,1,"mixBART",1.98235156454344,1.97061183935029
14,1,"RW",1.98235156454344,2.12668228377199
14,3,"BVAR",1.56595977811765,2.16312269571573
14,3,"mixBART",1.56595977811765,2.21981374298116
14,3,"RW",1.56595977811765,2.12668228377199
14,6,"BVAR",2.02995655260029,2.11534270227939
14,6,"mixBART",2.02995655260029,2.97029624910344
14,6,"RW",2.02995655260029,2.12668228377199
14,9,"BVAR",1.89207159527518,2.10072268249917
14,9,"mixBART",1.89207159527518,2.80484523677879
14,9,"RW",1.89207159527518,2.12668228377199
14,12,"BVAR",1.96100179684554,2.10293415286667
14,12,"mixBART",1.96100179684554,2.67944908462066
14,12,"RW",1.96100179684554,2.12668228377199
15,1,"BVAR",1.78215553773909,1.98449117614576
15,1,"mixBART",1.78215553773909,2.05704389206571
15,1,"RW",1.78215553773909,1.97820313215496
15,3,"BVAR",1.68951227287217,2.02204256054598
15,3,"mixBART",1.68951227287217,2.68223410703399
15,3,"RW",1.68951227287217,1.97820313215496
15,6,"BVAR",1.84318921306186,1.99096053101732
15,6,"mixBART",1.84318921306186,2.72689251086427
15,6,"RW",1.84318921306186,1.97820313215496
15,9,"BVAR",1.91720861542841,1.96956135335325
15,9,"mixBART",1.91720861542841,2.93606158771809
15,9,"RW",1.91720861542841,1.97820313215496
15,12,"BVAR",1.79561798448515,1.98993934249746
15,12,"mixBART",1.79561798448515,2.69238355707864
15,12,"RW",1.79561798448515,1.97820313215496
16,1,"BVAR",1.56595977811765,1.80009919313894
16,1,"mixBART",1.56595977811765,2.07626064315988
16,1,"RW",1.56595977811765,1.77674248652599
16,3,"BVAR",1.92768242679342,1.83235330189
16,3,"mixBART",1.92768242679342,2.77453318178755
16,3,"RW",1.92768242679342,1.77674248652599
16,6,"BVAR",1.77990190364319,1.77899264538167
16,6,"mixBART",1.77990190364319,2.73702217137732
16,6,"RW",1.77990190364319,1.77674248652599
16,9,"BVAR",2.0195190519826,1.77697330928471
16,9,"mixBART",2.0195190519826,2.89093426528588
16,9,"RW",2.0195190519826,1.77674248652599
16,12,"BVAR",1.72111722573556,1.80719399571125
16,12,"mixBART",1.72111722573556,2.7864894958081
16,12,"RW",1.72111722573556,1.77674248652599
17,1,"BVAR",1.68951227287217,1.60881691173032
17,1,"mixBART",1.68951227287217,1.88738851713266
17,1,"RW",1.68951227287217,1.56506661799598
17,3,"BVAR",2.02995655260029,1.62764681536938
17,3,"mixBART",2.02995655260029,2.3028298791044
17,3,"RW",2.02995655260029,1.56506661799598
17,6,"BVAR",1.89207159527518,1.60920594541188
17,6,"mixBART",1.89207159527518,2.25248056840465
17,6,"RW",1.89207159527518,1.56506661799598
17,9,"BVAR",1.96100179684554,1.63692407815946
17,9,"mixBART",1.96100179684554,2.23715992487961
17,9,"RW",1.96100179684554,1.56506661799598
17,12,"BVAR",1.57442116868798,1.6897106419082
17,12,"mixBART",1.57442116868798,2.39085209991778
17,12,"RW",1.57442116868798,1.56506661799598
18,1,"BVAR",1.92768242679342,1.7351954747466
18,1,"mixBART",1.92768242679342,1.89846549143923
18,1,"RW",1.92768242679342,1.68889698183639
18,3,"BVAR",1.84318921306186,1.71794564383701
18,3,"mixBART",1.84318921306186,1.91615219233759
18,3,"RW",1.84318921306186,1.68889698183639
18,6,"BVAR",1.91720861542841,1.70548936050071
18,6,"mixBART",1.91720861542841,1.99045360087439
18,6,"RW",1.91720861542841,1.68889698183639
18,9,"BVAR",1.79561798448515,1.75056432203757
18,9,"mixBART",1.79561798448515,1.94286477896069
18,9,"RW",1.79561798448515,1.68889698183639
18,12,"BVAR",1.42625094092944,1.78070969335994
18,12,"mixBART",1.42625094092944,2.28320558411028
18,12,"RW",1.42625094092944,1.68889698183639
19,1,"BVAR",2.02995655260029,2.00651825377255
19,1,"mixBART",2.02995655260029,2.08550194296109
19,1,"RW",2.02995655260029,1.93234518505047
19,3,"BVAR",1.77990190364319,1.90137858188602
19,3,"mixBART",1.77990190364319,1.73001276971404
19,3,"RW",1.77990190364319,1.93234518505047
19,6,"BVAR",2.0195190519826,1.89991491806869
19,6,"mixBART",2.0195190519826,2.0373024200234
19,6,"RW",2.0195190519826,1.93234518505047
19,9,"BVAR",1.72111722573556,1.94103105922973
19,9,"mixBART",1.72111722573556,1.75835592183706
19,9,"RW",1.72111722573556,1.93234518505047
19,12,"BVAR",1.39510524902849,1.93671760381326
19,12,"mixBART",1.39510524902849,2.07708384463579
19,12,"RW",1.39510524902849,1.93234518505047
20,1,"BVAR",1.84318921306186,1.93052562399902
20,1,"mixBART",1.84318921306186,1.85172563805216
20,1,"RW",1.84318921306186,2.03121465731735
20,3,"BVAR",1.89207159527518,1.86470801120476
20,3,"mixBART",1.89207159527518,1.7543690545156
20,3,"RW",1.89207159527518,2.03121465731735
20,6,"BVAR",1.96100179684554,1.88834006659773
20,6,"mixBART",1.96100179684554,1.82736969790883
20,6,"RW",1.96100179684554,2.03121465731735
20,9,"BVAR",1.57442116868798,1.93137511564324
20,9,"mixBART",1.57442116868798,1.82338676701007
20,9,"RW",1.57442116868798,2.03121465731735
20,12,"BVAR",1.17186471326621,1.90041098128322
20,12,"mixBART",1.17186471326621,2.07849860164655
20,12,"RW",1.17186471326621,2.03121465731735
21,1,"BVAR",1.77990190364319,1.82903913096961
21,1,"mixBART",1.77990190364319,1.63212101315642
21,1,"RW",1.77990190364319,1.8435049130082
21,3,"BVAR",1.91720861542841,1.86385583800832
21,3,"mixBART",1.91720861542841,1.88879172426479
21,3,"RW",1.91720861542841,1.8435049130082
21,6,"BVAR",1.79561798448515,1.82551272401394
21,6,"mixBART",1.79561798448515,1.69783540154097
21,6,"RW",1.79561798448515,1.8435049130082
21,9,"BVAR",1.42625094092944,1.83768914604078
21,9,"mixBART",1.42625094092944,1.92297745418187
21,9,"RW",1.42625094092944,1.8435049130082
21,12,"BVAR",1.09929093544841,1.8249047049204
21,12,"mixBART",1.09929093544841,1.93311406400344
21,12,"RW",1.09929093544841,1.8435049130082
22,1,"BVAR",1.89207159527518,1.78271792168888
22,1,"mixBART",1.89207159527518,1.77846630912669
22,1,"RW",1.89207159527518,1.77971040480567
22,3,"BVAR",2.0195190519826,1.77941418778182
22,3,"mixBART",2.0195190519826,1.78830602229738
22,3,"RW",2.0195190519826,1.77971040480567
22,6,"BVAR",1.72111722573556,1.71364571289938
22,6,"mixBART",1.72111722573556,1.53967456850719
22,6,"RW",1.72111722573556,1.77971040480567
22,9,"BVAR",1.39510524902849,1.72673853761295
22,9,"mixBART",1.39510524902849,1.80265954799107
22,9,"RW",1.39510524902849,1.77971040480567
22,12,"BVAR",0.948397557767026,1.76217926319029
22,12,"mixBART",0.948397557767026,1.58366886661505
22,12,"RW",0.948397557767026,1.77971040480567
23,1,"BVAR",1.91720861542841,1.90220332435359
23,1,"mixBART",1.91720861542841,2.03976341842325
23,1,"RW",1.91720861542841,1.89032545697726
23,3,"BVAR",1.96100179684554,1.83602151941965
23,3,"mixBART",1.96100179684554,1.67250220324299
23,3,"RW",1.96100179684554,1.89032545697726
23,6,"BVAR",1.57442116868798,1.77028756727099
23,6,"mixBART",1.57442116868798,1.61688442468569
23,6,"RW",1.57442116868798,1.89032545697726
23,9,"BVAR",1.17186471326621,1.81001776828599
23,9,"mixBART",1.17186471326621,1.7359148983412
23,9,"RW",1.17186471326621,1.89032545697726
23,12,"BVAR",0.850833598764328,1.84699603811993
23,12,"mixBART",0.850833598764328,1.66770666907363
23,12,"RW",0.850833598764328,1.89032545697726
24,1,"BVAR",2.0195190519826,1.93087486932434
24,1,"mixBART",2.0195190519826,1.89092852556865
24,1,"RW",2.0195190519826,1.91351447345054
24,3,"BVAR",1.79561798448515,1.84954823404978
24,3,"mixBART",1.79561798448515,1.54458933565331
24,3,"RW",1.79561798448515,1.91351447345054
24,6,"BVAR",1.42625094092944,1.82926377925865
24,6,"mixBART",1.42625094092944,1.5871726652566
24,6,"RW",1.42625094092944,1.91351447345054
24,9,"BVAR",1.09929093544841,1.84948033871356
24,9,"mixBART",1.09929093544841,1.59134329094831
24,9,"RW",1.09929093544841,1.91351447345054
24,12,"BVAR",1.06246693454242,1.85513557266152
24,12,"mixBART",1.06246693454242,1.63288748054758
24,12,"RW",1.06246693454242,1.91351447345054
25,1,"BVAR",1.96100179684554,2.02228521145514
25,1,"mixBART",1.96100179684554,1.842823209355
25,1,"RW",1.96100179684554,2.01223295807109
25,3,"BVAR",1.72111722573556,1.96175159684084
25,3,"mixBART",1.72111722573556,1.54432609835291
25,3,"RW",1.72111722573556,2.01223295807109
25,6,"BVAR",1.39510524902849,1.93301604096093
25,6,"mixBART",1.39510524902849,1.74944929900552
25,6,"RW",1.39510524902849,2.01223295807109
25,9,"BVAR",0.948397557767026,1.93215839412773
25,9,"mixBART",0.948397557767026,1.58500799764179
25,9,"RW",0.948397557767026,2.01223295807109
25,12,"BVAR",1.07647336822391,1.94472402196732
25,12,"mixBART",1.07647336822391,1.66730081938307
25,12,"RW",1.07647336822391,2.01223295807109
26,1,"BVAR",1.79561798448515,1.98319592984715
26,1,"mixBART",1.79561798448515,1.83161646447853
26,1,"RW",1.79561798448515,1.96348451867976
26,3,"BVAR",1.57442116868798,1.94374154309594
26,3,"mixBART",1.57442116868798,1.74724813499048
26,3,"RW",1.57442116868798,1.96348451867976
26,6,"BVAR",1.17186471326621,1.91111577758124
26,6,"mixBART",1.17186471326621,1.83096815613379
26,6,"RW",1.17186471326621,1.96348451867976
26,9,"BVAR",0.850833598764328,1.9060955630792
26,9,"mixBART",0.850833598764328,1.75429626157408
26,9,"RW",0.850833598764328,1.96348451867976
26,12,"BVAR",1.2905201452382,1.92830582480685
26,12,"mixBART",1.2905201452382,1.67676795673215
26,12,"RW",1.2905201452382,1.96348451867976
27,1,"BVAR",1.72111722573556,1.77180375289114
27,1,"mixBART",1.72111722573556,1.56175311541702
27,1,"RW",1.72111722573556,1.79455445544554
27,3,"BVAR",1.42625094092944,1.79904435567878
27,3,"mixBART",1.42625094092944,1.73664346716927
27,3,"RW",1.42625094092944,1.79455445544554
27,6,"BVAR",1.09929093544841,1.7583987419381
27,6,"mixBART",1.09929093544841,1.70106348939156
27,6,"RW",1.09929093544841,1.79455445544554
27,9,"BVAR",1.06246693454242,1.7670577229469
27,9,"mixBART",1.06246693454242,1.609731136298
27,9,"RW",1.06246693454242,1.79455445544554
27,12,"BVAR",1.23522299254517,1.77570862588838
27,12,"mixBART",1.23522299254517,1.47346047056193
27,12,"RW",1.23522299254517,1.79455445544554
28,1,"BVAR",1.57442116868798,1.69775708034717
28,1,"mixBART",1.57442116868798,1.73235984536166
28,1,"RW",1.57442116868798,1.71745640302977
28,3,"BVAR",1.39510524902849,1.75002595244964
28,3,"mixBART",1.39510524902849,1.91638783810037
28,3,"RW",1.39510524902849,1.71745640302977
28,6,"BVAR",0.948397557767026,1.67934906413613
28,6,"mixBART",0.948397557767026,1.65008904129177
28,6,"RW",0.948397557767026,1.71745640302977
28,9,"BVAR",1.07647336822391,1.72543871924163
28,9,"mixBART",1.07647336822391,1.75492833782595
28,9,"RW",1.07647336822391,1.71745640302977
28,12,"BVAR",1.23368612427764,1.7529605964916
28,12,"mixBART",1.23368612427764,1.57720603218069
28,12,"RW",1.23368612427764,1.71745640302977
29,1,"BVAR",1.42625094092944,1.61537534179064
29,1,"mixBART",1.42625094092944,1.58997321392735
29,1,"RW",1.42625094092944,1.5673705931422
29,3,"BVAR",1.17186471326621,1.6509088891591
29,3,"mixBART",1.17186471326621,1.72966700756519
29,3,"RW",1.17186471326621,1.5673705931422
29,6,"BVAR",0.850833598764328,1.62954801231836
29,6,"mixBART",0.850833598764328,1.65411585829931
29,6,"RW",0.850833598764328,1.5673705931422
29,9,"BVAR",1.2905201452382,1.69607363099211
29,9,"mixBART",1.2905201452382,1.53837958909399
29,9,"RW",1.2905201452382,1.5673705931422
29,12,"BVAR",1.43327087956208,1.73698048612857
29,12,"mixBART",1.43327087956208,1.5424173807566
29,12,"RW",1.43327087956208,1.5673705931422
30,1,"BVAR",1.39510524902849,1.45552242619007
30,1,"mixBART",1.39510524902849,1.65738324437471
30,1,"RW",1.39510524902849,1.42367519114158
30,3,"BVAR",1.09929093544841,1.44785522717167
30,3,"mixBART",1.09929093544841,1.51934074404226
30,3,"RW",1.09929093544841,1.42367519114158
30,6,"BVAR",1.06246693454242,1.49447879889328
30,6,"mixBART",1.06246693454242,1.53865603112137
30,6,"RW",1.06246693454242,1.42367519114158
30,9,"BVAR",1.23522299254517,1.5477021608615
30,9,"mixBART",1.23522299254517,1.4178226427147
30,9,"RW",1.23522299254517,1.42367519114158
30,12,"BVAR",1.53081743056186,1.59648391941196
30,12,"mixBART",1.53081743056186,1.58439868152982
30,12,"RW",1.53081743056186,1.42367519114158
31,1,"BVAR",1.17186471326621,1.40304410402561
31,1,"mixBART",1.17186471326621,1.4382726506062
31,1,"RW",1.17186471326621,1.39322287170923
31,3,"BVAR",0.948397557767026,1.38595650227511
31,3,"mixBART",0.948397557767026,1.33393670761627
31,3,"RW",0.948397557767026,1.39322287170923
31,6,"BVAR",1.07647336822391,1.42945859409423
31,6,"mixBART",1.07647336822391,1.36305164629056
31,6,"RW",1.07647336822391,1.39322287170923
31,9,"BVAR",1.23368612427764,1.49432384397851
31,9,"mixBART",1.23368612427764,1.2375391010791
31,9,"RW",1.23368612427764,1.39322287170923
31,12,"BVAR",1.44450547311879,1.5157625757306
31,12,"mixBART",1.44450547311879,1.50783163392323
31,12,"RW",1.44450547311879,1.39322287170923
32,1,"BVAR",1.09929093544841,1.15279182459498
32,1,"mixBART",1.09929093544841,1.17313523320842
32,1,"RW",1.09929093544841,1.17331692740376
32,3,"BVAR",0.850833598764328,1.21682845032008
32,3,"mixBART",0.850833598764328,1.28346984205629
32,3,"RW",0.850833598764328,1.17331692740376
32,6,"BVAR",1.2905201452382,1.25845158862104
32,6,"mixBART",1.2905201452382,1.27270106320954
32,6,"RW",1.2905201452382,1.17331692740376
32,9,"BVAR",1.43327087956208,1.32967953736394
32,9,"mixBART",1.43327087956208,1.30113519518274
32,9,"RW",1.43327087956208,1.17331692740376
32,12,"BVAR",1.43733355202673,1.37499475813203
32,12,"mixBART",1.43733355202673,1.44298563623654
32,12,"RW",1.43733355202673,1.17331692740376
33,1,"BVAR",0.948397557767026,1.12614696976078
33,1,"mixBART",0.948397557767026,1.08856329705926
33,1,"RW",0.948397557767026,1.09933426769446
33,3,"BVAR",1.06246693454242,1.20987091502566
33,3,"mixBART",1.06246693454242,1.18788742899342
33,3,"RW",1.06246693454242,1.09933426769446
33,6,"BVAR",1.23522299254517,1.17540139533393
33,6,"mixBART",1.23522299254517,1.25175050102169
33,6,"RW",1.23522299254517,1.09933426769446
33,9,"BVAR",1.53081743056186,1.24140279183282
33,9,"mixBART",1.53081743056186,1.3636323343529
33,9,"RW",1.53081743056186,1.09933426769446
33,12,"BVAR",1.42957108574421,1.30601414905926
33,12,"mixBART",1.42957108574421,1.26568824453476
33,12,"RW",1.42957108574421,1.09933426769446
34,1,"BVAR",0.850833598764328,0.96010666465319
34,1,"mixBART",0.850833598764328,1.03541265301706
34,1,"RW",0.850833598764328,0.946564885496183
34,3,"BVAR",1.07647336822391,1.00958316088976
34,3,"mixBART",1.07647336822391,1.11693683692471
34,3,"RW",1.07647336822391,0.946564885496183
34,6,"BVAR",1.23368612427764,1.03305424148192
34,6,"mixBART",1.23368612427764,1.19211974892932
34,6,"RW",1.23368612427764,0.946564885496183
34,9,"BVAR",1.44450547311879,1.10732055031264
34,9,"mixBART",1.44450547311879,1.48635674766589
34,9,"RW",1.44450547311879,0.946564885496183
34,12,"BVAR",1.6402476300359,1.18768797505351
34,12,"mixBART",1.6402476300359,1.29961082591921
34,12,"RW",1.6402476300359,0.946564885496183
35,1,"BVAR",1.06246693454242,0.845828394251412
35,1,"mixBART",1.06246693454242,0.998005931206287
35,1,"RW",1.06246693454242,0.84812108559499
35,3,"BVAR",1.2905201452382,0.913979022850849
35,3,"mixBART",1.2905201452382,0.999945211499152
35,3,"RW",1.2905201452382,0.84812108559499
35,6,"BVAR",1.43327087956208,0.969114927693505
35,6,"mixBART",1.43327087956208,1.2824083285333
35,6,"RW",1.43327087956208,0.84812108559499
35,9,"BVAR",1.43733355202673,1.04018522266441
35,9,"mixBART",1.43733355202673,1.30960125361442
35,9,"RW",1.43733355202673,0.84812108559499
35,12,"BVAR",1.79898790752253,1.11790413174107
35,12,"mixBART",1.79898790752253,1.19392824387291
35,12,"RW",1.79898790752253,0.84812108559499
36,1,"BVAR",1.07647336822391,1.13302768075705
36,1,"mixBART",1.07647336822391,1.04056269002059
36,1,"RW",1.07647336822391,1.05656767685552
36,3,"BVAR",1.23522299254517,1.25766248630517
36,3,"mixBART",1.23522299254517,1.13387860288533
36,3,"RW",1.23522299254517,1.05656767685552
36,6,"BVAR",1.53081743056186,1.29554897168478
36,6,"mixBART",1.53081743056186,1.44036047635962
36,6,"RW",1.53081743056186,1.05656767685552
36,9,"BVAR",1.42957108574421,1.35901532256904
36,9,"mixBART",1.42957108574421,1.42195655167495
36,9,"RW",1.42957108574421,1.05656767685552
36,12,"BVAR",1.74218281707512,1.41859546523248
36,12,"mixBART",1.74218281707512,1.39824221835349
36,12,"RW",1.74218281707512,1.05656767685552
37,1,"BVAR",1.2905201452382,1.10857548579813
37,1,"mixBART",1.2905201452382,1.03845703465964
37,1,"RW",1.2905201452382,1.0726432371152
37,3,"BVAR",1.23368612427764,1.1983652997036
37,3,"mixBART",1.23368612427764,1.2161677222215
37,3,"RW",1.23368612427764,1.0726432371152
37,6,"BVAR",1.44450547311879,1.25367960026459
37,6,"mixBART",1.44450547311879,1.56266757278441
37,6,"RW",1.44450547311879,1.0726432371152
37,9,"BVAR",1.6402476300359,1.30123615020092
